Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.06.16,01,,0.010,,0.11,0.000,,0.003
2021.06.16,07,0.18,,1.5,,0.001,0.048,0.010
2021.06.16,13,,,,,,,
2021.06.16,19,,,,,,,
2021.06.15,01,,0.010,,0.13,0.000,,0.004
2021.06.15,07,0.18,,1.8,,0.001,0.060,0.006
2021.06.15,13,,0.024,,0.19,0.002,,0.013
2021.06.15,19,0.19,,2.7,,0.001,0.110,0.010
2021.06.14,01,,0.010,,0.14,0.000,,0.003
2021.06.14,07,0.18,,1.1,,0.001,0.043,0.007
2021.06.14,13,,0.023,,0.25,0.002,,0.014
2021.06.14,19,0.19,,2.5,,0.001,0.100,0.011
2021.06.12,01,,0.007,,0.12,0.000,,0.005
2021.06.12,07,0.18,,0.7,,0.001,0.043,0.007
2021.06.12,13,,0.020,,0.26,0.002,,0.003
2021.06.12,19,0.19,,1.0,,0.001,0.093,0.012
2021.06.11,01,,0.007,,0.09,0.000,,0.003
2021.06.11,07,0.18,,1.1,,0.001,0.038,0.005
2021.06.11,13,,0.023,,0.16,0.002,,0.012
2021.06.11,19,0.18,,1.9,,0.001,0.076,0.009
2021.06.10,01,,0.010,,0.09,0.000,,0.004
2021.06.10,07,0.18,,1.7,,0.001,0.061,0.006
2021.06.10,13,,0.020,,0.21,0.002,,0.012
2021.06.10,19,0.18,,1.5,,0.001,0.084,0.008
