Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
22.11.2021,1,,0.000,,0.01,0.001
22.11.2021,7,0.07,0.003,0.4,0.01,0.002
22.11.2021,13,,0.006,,0.02,0.005
22.11.2021,19,0.07,0.009,0.3,0.03,0.003
23.11.2021,1,,0.003,,0.00,0.000
23.11.2021,7,0.07,0.008,0.2,0.01,0.002
23.11.2021,13,,0.005,,0.01,0.004
23.11.2021,19,0.07,0.009,0.4,0.02,0.002
24.11.2021,1,,0.000,,0.01,0.000
24.11.2021,7,0.07,0.003,0.2,0.01,0.001
24.11.2021,13,,0.006,,0.02,0.003
24.11.2021,19,0.07,0.005,0.4,0.03,0.002
25.11.2021,1,,0.002,,0.01,0.001
25.11.2021,7,0.07,0.005,0.2,0.02,0.002
