Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.11.12,01,,0.018,,0.08,0.000,,0.002
2021.11.12,07,0.17,,2.0,,0.001,0.041,0.005
2021.11.12,13,,,,,,,
2021.11.12,19,,,,,,,
2021.11.11,01,,0.015,,0.08,0.000,,0.002
2021.11.11,07,0.17,,1.7,,0.001,0.036,0.003
2021.11.11,13,,0.023,,0.23,0.001,,0.015
2021.11.11,19,0.17,,2.6,,0.001,0.094,0.007
2021.11.10,01,,0.017,,0.07,0.000,,0.002
2021.11.10,07,0.17,,1.8,,0.001,0.024,0.004
2021.11.10,13,,0.026,,0.24,0.001,,0.010
2021.11.10,19,0.17,,2.5,,0.001,0.085,0.008
2021.11.09,01,,0.016,,0.08,0.000,,0.002
2021.11.09,07,0.18,,1.6,,0.001,0.038,0.006
2021.11.09,13,,0.025,,0.20,0.001,,0.010
2021.11.09,19,0.17,,1.9,,0.001,0.091,0.008
2021.11.08,01,,0.019,,0.07,0.000,,0.003
2021.11.08,07,0.14,,1.9,,0.001,0.053,0.006
2021.11.08,13,,0.030,,0.20,0.001,,0.012
2021.11.08,19,0.18,,2.1,,0.001,0.115,0.010
2021.11.06,01,,0.014,,0.08,0.001,,0.003
2021.11.06,07,0.17,,1.3,,0.001,0.060,0.006
2021.11.06,13,,0.022,,0.22,0.001,,0.013
2021.11.06,19,0.17,,1.5,,0.001,0.119,0.010
