Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
04.08.2022,1,,0.000,,0.00,0.000
04.08.2022,7,0.07,0.003,0.4,0.00,0.001
04.08.2022,13,,0.008,,0.01,0.003
04.08.2022,19,0.07,0.007,0.5,0.02,0.002
05.08.2022,1,,0.002,,0.00,0.001
05.08.2022,7,0.07,0.005,0.4,0.01,0.002
05.08.2022,13,,0.007,,0.01,0.006
05.08.2022,19,0.07,0.003,0.2,0.02,0.003
06.08.2022,1,,0.000,,0.00,0.002
06.08.2022,7,0.07,0.005,0.4,0.00,0.004
06.08.2022,13,,0.008,,0.01,0.007
06.08.2022,19,0.08,0.003,0.6,0.02,0.003
08.08.2022,1,,0.000,,0.00,0.001
08.08.2022,7,0.07,0.005,0.5,0.01,0.002
08.08.2022,13,,0.008,,0.02,0.005
08.08.2022,19,0.07,0.003,1.3,0.01,0.004
09.08.2022,1,,0.002,,0.01,0.000
09.08.2022,7,0.07,0.005,0.7,0.01,0.002
09.08.2022,13,,0.008,,0.02,0.006
09.08.2022,19,0.007,0.007,0.4,0.02,0.003
10.08.2022,1,,0.000,,0.00,0.001
10.08.2022,7,0.07,0.003,0.2,0.01,0.005
