Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2022.06.24,01,,0.008,,0.05,0.03,0.000,,0.002
2022.06.24,07,0.11,0.011,1.7,0.07,0.04,0.001,0.01,0.004
2022.06.24,13,,,,,,,,
2022.06.24,19,,,,,,,,
2022.06.23,01,,0.007,,0.07,0.04,0.000,,0.002
2022.06.23,07,0.11,0.010,1.4,0.10,0.06,0.001,0.01,0.005
2022.06.23,13,,0.020,,0.17,0.10,0.001,,0.012
2022.06.23,19,0.07,0.023,1.9,0.19,0.11,0.001,0.01,0.008
2022.06.22,01,,0.010,,0.07,0.03,0.000,,0.002
2022.06.22,07,0.11,0.011,1.4,0.09,0.05,0.001,0.01,0.003
2022.06.22,13,,0.023,,0.19,0.06,0.001,,0.011
2022.06.22,19,0.07,0.018,1.5,0.22,0.14,0.001,0.01,0.009
2022.06.21,01,,0.017,,0.08,0.05,0.001,,0.003
2022.06.21,07,0.15,0.022,2.0,0.12,0.07,0.001,0.01,0.008
2022.06.21,13,,0.027,,0.18,0.10,0.001,,0.013
2022.06.21,19,0.07,0.019,1.7,0.21,0.13,0.001,0.01,0.009
2022.06.20,01,,0.013,,0.09,0.05,0.001,,0.004
2022.06.20,07,0.11,0.017,1.7,0.12,0.07,0.001,0.01,0.007
2022.06.20,13,,0.025,,0.18,0.11,0.001,,0.014
2022.06.20,19,0.08,0.029,1.9,0.21,0.13,0.001,0.01,0.019
2022.06.18,01,,0.011,,0.08,0.05,0.000,,0.003
2022.06.18,07,0.07,0.015,1.7,0.11,0.06,0.001,0.01,0.007
2022.06.18,13,,0.021,,0.19,0.12,0.001,,0.013
2022.06.18,19,0.07,0.018,2.1,0.21,0.13,0.001,0.01,0.010
