Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.05.21,01,,0.006,,0.09,0.000,,0.003
2021.05.21,07,0.18,,1.9,,0.001,0.049,0.006
2021.05.21,13,,,,,,,
2021.05.21,19,,,,,,,
2021.05.20,01,,0.006,,0.10,0.000,,0.002
2021.05.20,07,0.11,,2.0,,0.001,0.039,0.004
2021.05.20,13,,0.018,,0.20,0.001,,0.008
2021.05.20,19,0.18,,2.4,,0.001,0.087,0.007
2021.05.19,01,,0.003,,0.08,0.000,,0.003
2021.05.19,07,0.18,,0.9,,0.001,0.047,0.006
2021.05.19,13,,0.017,,0.16,0.001,,0.007
2021.05.19,19,0.18,,2.6,,0.001,0.076,0.005
2021.05.18,01,,0.005,,0.11,0.000,,0.002
2021.05.18,07,0.18,,2.0,,0.001,0.059,0.005
2021.05.18,13,,0.018,,0.20,0.002,,0.008
2021.05.18,19,0.18,,1.6,,0.001,0.079,0.007
2021.05.17,01,,0.003,,0.09,0.000,,0.003
2021.05.17,07,0.18,,1.5,,0.001,0.044,0.005
2021.05.17,13,,0.018,,0.18,0.001,,0.011
2021.05.17,19,0.18,,2.4,,0.001,0.097,0.007
