Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
11.05.2021,1,,0.002,,0.01,0.001
11.05.2021,7,0.07,0.006,0.2,0.02,0.002
11.05.2021,13,,0.010,,0.02,0.005
11.05.2021,19,0.07,0.010,0.6,0.03,0.003
12.05.2021,1,,0.000,,0.00,0.000
12.05.2021,7,0.07,0.003,0.3,0.01,0.001
12.05.2021,13,,0.006,,0.02,0.003
12.05.2021,19,0.07,0.005,0.4,0.02,0.002
13.05.2021,1,,0.000,,0.01,0.001
13.05.2021,7,0.07,0.005,0.2,0.01,0.002
