Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.10.13,01,,0.008,,0.08,0.000,,0.003
2021.10.13,07,0.18,,1.5,,0.001,0.046,0.006
2021.10.13,13,,,,,,,
2021.10.13,19,,,,,,,
2021.10.12,01,,0.008,,0.06,0.000,,0.002
2021.10.12,07,0.14,,1.6,,0.001,0.040,0.006
2021.10.12,13,,0.024,,0.22,0.002,,0.010
2021.10.12,19,0.18,,2.6,,0.001,0.121,0.007
2021.10.11,01,,0.009,,0.07,0.000,,0.003
2021.10.11,07,0.14,,1.1,,0.000,0.047,0.006
2021.10.11,13,,0.024,,0.18,0.001,,0.009
2021.10.11,19,0.18,,2.5,,0.001,0.108,0.008
2021.10.09,01,,0.008,,0.07,0.000,,0.002
2021.10.09,07,0.17,,1.2,,0.001,0.049,0.005
2021.10.09,13,,0.023,,0.16,0.001,,0.010
2021.10.09,19,0.17,,1.4,,0.001,0.113,0.009
2021.10.08,01,,0.008,,0.06,0.000,,0.003
2021.10.08,07,0.17,,1.3,,0.000,0.039,0.005
2021.10.08,13,,0.023,,0.14,0.001,,0.012
2021.10.08,19,0.17,,2.5,,0.001,0.108,0.008
2021.10.07,01,,0.008,,0.07,0.000,,0.002
2021.10.07,07,0.13,,1.4,,0.006,0.042,0.005
2021.10.07,13,,0.023,,0.17,0.001,,0.011
2021.10.07,19,0.17,,1.6,,0.001,0.103,0.009
