Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.11.26,01,,0.017,,0.09,0.000,,0.003
2021.11.26,07,0.17,,1.4,,0.001,0.045,0.005
2021.11.26,13,,,,,,,
2021.11.26,19,,,,,,,
2021.11.25,01,,0.020,,0.10,0.000,,0.002
2021.11.25,07,0.17,,1.6,,0.001,0.035,0.004
2021.11.25,13,,0.028,,0.16,0.001,,0.011
2021.11.25,19,0.17,,2.5,,0.001,0.094,0.008
2021.11.24,01,,0.014,,0.08,0.000,,0.003
2021.11.24,07,0.17,,2.2,,0.001,0.028,0.005
2021.11.24,13,,0.025,,0.14,0.001,,0.010
2021.11.24,19,0.17,,2.4,,0.001,0.084,0.008
2021.11.23,01,,0.017,,0.07,0.000,,0.002
2021.11.23,07,0.17,,1.4,,0.001,0.032,0.005
2021.11.23,13,,0.022,,0.15,0.001,,0.012
2021.11.23,19,0.17,,1.4,,0.001,0.091,0.008
2021.11.22,01,,0.011,,0.08,0.000,,0.003
2021.11.22,07,0.18,,2.1,,0.001,0.052,0.005
2021.11.22,13,,0.024,,0.18,0.001,,0.011
2021.11.22,19,0.17,,2.4,,0.001,0.110,0.008
2021.11.20,01,,0.014,,0.09,0.001,,0.004
2021.11.20,07,0.18,,1.4,,0.001,0.048,0.006
2021.11.20,13,,0.021,,0.21,0.002,,0.013
2021.11.20,19,0.18,,2.4,,0.001,0.117,0.010
