Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.11.12,01,,0.014,,0.07,0.04,0.000,,0.002
2021.11.12,07,0.01,0.018,1.9,0.09,0.05,0.001,0.01,0.004
2021.11.12,13,,,,,,,,
2021.11.12,19,,,,,,,,
2021.11.11,01,,0.015,,0.08,0.04,0.000,,0.001
2021.11.11,07,0.10,0.021,1.7,0.10,0.06,0.001,0.01,0.002
2021.11.11,13,,0.016,,0.20,0.11,0.001,,0.009
2021.11.11,19,0.10,0.027,2.7,0.27,0.13,0.001,0.02,0.005
2021.11.10,01,,0.012,,0.07,0.04,0.000,,0.001
2021.11.10,07,0.09,0.015,1.7,0.08,0.05,0.001,0.01,0.003
2021.11.10,13,,0.020,,0.21,0.12,0.001,,0.008
2021.11.10,19,0.07,0.024,2.5,0.25,0.15,0.001,0.01,0.006
2021.11.09,01,,0.017,,0.07,0.04,0.000,,0.002
2021.11.09,07,0.10,0.020,1.9,0.09,0.05,0.001,0.01,0.006
2021.11.09,13,,0.015,,0.19,0.11,0.001,,0.009
2021.11.09,19,0.14,0.025,2.1,0.21,0.12,0.001,0.01,0.006
2021.11.08,01,,0.013,,0.06,0.04,0.000,,0.002
2021.11.08,07,0.07,0.017,1.6,0.07,0.04,0.001,0.01,0.006
2021.11.08,13,,0.022,,0.16,0.09,0.001,,0.011
2021.11.08,19,0.07,0.025,2.4,0.20,0.12,0.001,0.01,0.009
2021.11.06,01,,0.011,,0.08,0.05,0.001,,0.003
2021.11.06,07,0.07,0.017,1.4,0.11,0.06,0.001,0.01,0.006
2021.11.06,13,,0.020,,0.22,0.13,0.001,,0.012
2021.11.06,19,0.07,0.017,2.4,0.29,0.14,0.001,0.01,0.010
