Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
24.06.2022,1,,0.000,,0.01,0.000
24.06.2022,7,0.07,0.002,0.3,0.01,0.001
24.06.2022,13,,0.007,,0.02,0.004
24.06.2022,19,0.07,0.008,0.6,0.03,0.003
25.06.2022,1,,0.003,,0.00,0.002
25.06.2022,7,0.07,0.012,0.3,0.01,0.004
25.06.2022,13,,0.010,,0.02,0.008
25.06.2022,19,0.07,0.008,0.5,0.02,0.006
27.06.2022,1,,0.005,,0.01,0.003
27.06.2022,7,0.07,0.010,0.5,0.01,0.004
27.06.2022,13,,0.013,,0.02,0.009
27.06.2022,19,0.11,0.012,0.6,0.02,0.007
28.06.2022,1,,0.007,,0.00,0.002
28.06.2022,7,0.08,0.012,0.6,0.01,0.005
28.06.2022,13,,0.014,,0.02,0.010
28.06.2022,19,0.08,0.010,0.7,0.03,0.008
29.06.2022,1,,0.007,,0.01,0.003
29.06.2022,7,0.07,0.010,0.5,0.01,0.006
29.06.2022,13,,0.010,,0.02,0.009
29.06.2022,19,0.07,0.007,0.6,0.02,0.002
30.06.2022,1,,0.005,,0.003,0.000
30.06.2022,7,0.07,0.008,0.5,0.08,0.008
