Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
13.09.2021,1,,0.003,,,0.002
13.09.2021,7,0.07,,0.9,0.06,0.005
13.09.2021,13,,0.015,,,0.013
13.09.2021,19,0.07,,1.2,0.23,0.012
14.09.2021,1,,0.002,,,0.002
14.09.2021,7,0.07,,0.6,0.08,0.004
14.09.2021,13,,0.015,,,0.011
14.09.2021,19,0.07,,1.7,0.16,0.012
15.09.2021,1,,0.003,,,0.001
15.09.2021,7,0.07,,1.7,0.07,0.003
15.09.2021,13,,0.018,,,0.010
15.09.2021,19,0.07,,2.1,0.14,0.014
16.09.2021,1,,0.003,,,0.002
16.09.2021,7,0.07,,1.1,0.06,0.006
