Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
25.08.2021,1,,0.000,,0.00,0.000
25.08.2021,7,0.07,0.003,0.1,0.01,0.002
25.08.2021,13,,0.008,,0.02,0.003
25.08.2021,19,0.07,0.007,0.7,0.02,0.003
26.08.2021,1,,0.000,,0.00,0.000
26.08.2021,7,0.07,0.005,0.1,0.01,0.001
26.08.2021,13,,0.008,,0.02,0.003
26.08.2021,19,0.07,0.007,0.4,0.03,0.002
27.08.2021,1,,0.000,,0.00,0.002
27.08.2021,7,0.07,0.003,0.1,0.00,0.004
27.08.2021,13,,0.010,,0.02,0.005
27.08.2021,19,0.07,0.007,0.3,0.02,0.003
28.08.2021,1,,0.002,,0.00,0.001
28.08.2021,7,0.07,0.005,0.1,0.00,0.002
