Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
11.11.2021,1,,0.005,,0.00,0.000
11.11.2021,7,0.07,0.008,0.4,0.00,0.002
11.11.2021,13,,0.011,,0.02,0.004
11.11.2021,19,0.07,0.013,0.6,0.01,0.003
12.11.2021,1,,0.000,,0.00,0.001
12.11.2021,7,0.07,0.006,0.4,0.01,0.002
12.11.2021,13,,0.009,,0.02,0.005
12.11.2021,19,0.07,0.014,0.6,0.02,0.003
13.11.2021,1,,0.003,,0.00,0.000
13.11.2021,7,0.07,0.008,0.4,0.01,0.002
13.11.2021,13,,0.011,,0.01,0.004
13.11.2021,19,0.07,0.014,0.6,0.01,0.002
15.11.2021,1,,0.000,,0.00,0.000
15.11.2021,7,0.07,0.006,0.5,0.01,0.001
15.11.2021,13,,0.009,,0.01,0.005
15.11.2021,19,0.07,0.015,0.4,0.02,0.003
16.11.2021,1,,0.002,,0.01,0.002
16.11.2021,7,0.07,0.005,0.2,0.01,0.002
16.11.2021,13,,0.008,,0.02,0.004
16.11.2021,19,0.07,0.012,0.4,0.01,0.003
17.11.2021,1,,0.003,,0.00,0.001
17.11.2021,7,0.07,0.006,0.2,0.01,0.002
